modelo,barrio,comercios_barrio,cids_barrio,almacenes_barrio,paquetes,comercios_seleccionados,semilla,total_kms_walk,total_hours_walk,total_kms_drive,total_hours_drive,distance_cost_van,distance_cost_ona,time_cost_van,time_cost_ona,total_cost
M2,MONTOLIVET,89,19,56,100,29,5,11.636,2.3716,0.7888,0.0331,0.1451,0.64,0.8328,33.2209,34.8388
M1,MONTOLIVET,89,19,56,150,45,1,9.523,1.945,6.575,0.25,1.2098,0.0,55.2266,0.0,56.4364
M2,MONTOLIVET,89,19,56,150,45,1,15.883,3.2933,0.4886,0.0216,0.0899,0.8736,0.5423,46.1311,47.6369
M1,MONTOLIVET,89,19,56,150,40,2,8.86,1.8239,6.185,0.2692,1.138,0.0,52.662,0.0,53.8
M2,MONTOLIVET,89,19,56,150,40,2,11.649,2.3592,0.9478,0.0421,0.1744,0.6407,1.0596,33.0463,34.921
M1,MONTOLIVET,89,19,56,150,46,3,9.835,2.0292,6.088,0.2611,1.1202,0.0,57.6239,0.0,58.7441
M2,MONTOLIVET,89,19,56,150,46,3,12.489,2.5181,1.174,0.0473,0.216,0.6869,1.1903,35.2718,37.3651
M1,MONTOLIVET,89,19,56,150,43,4,9.357,1.967,5.91,0.2561,1.0874,0.0,55.9324,0.0,57.0198
M2,MONTOLIVET,89,19,56,150,43,4,11.943,2.4469,0.81,0.031,0.149,0.6569,0.7798,34.2754,35.8612
M1,MONTOLIVET,89,19,56,150,42,5,9.677,2.0242,5.782,0.2439,1.0639,0.0,57.0641,0.0,58.128
M2,MONTOLIVET,89,19,56,150,42,5,14.216,2.9016,1.2709,0.0485,0.2338,0.7819,1.2205,40.6449,42.8811
M1,MONTOLIVET,89,19,56,200,54,1,13.444,2.758,6.21,0.2658,1.1426,0.0,76.0809,0.0,77.2235
M2,MONTOLIVET,89,19,56,200,54,1,16.422,3.3958,1.8231,0.0765,0.3354,0.9032,1.9241,47.5669,50.7296
M1,MONTOLIVET,89,19,56,200,48,2,10.919,2.2428,5.486,0.2658,1.0094,0.0,63.1168,0.0,64.1262
M2,MONTOLIVET,89,19,56,200,48,2,13.971,2.8222,0.6368,0.0254,0.1172,0.7684,0.64,39.5324,41.058
M1,MONTOLIVET,89,19,56,200,54,3,11.029,2.2925,5.795,0.2511,1.0663,0.0,63.9978,0.0,65.0641
M2,MONTOLIVET,89,19,56,200,54,3,15.593,3.1456,0.2035,0.0083,0.0374,0.8576,0.2093,44.0615,45.1659
M1,MONTOLIVET,89,19,56,200,53,4,12.025,2.5045,7.213,0.293,1.3272,0.0,70.3855,0.0,71.7127
M2,MONTOLIVET,89,19,56,200,53,4,18.103,3.6633,0.7829,0.0331,0.144,0.9957,0.833,51.3141,53.2868
M1,MONTOLIVET,89,19,56,200,46,5,7.867,1.6475,4.939,0.2395,0.9088,0.0,47.4752,0.0,48.384
M2,MONTOLIVET,89,19,56,200,46,5,15.949,3.2808,0.68,0.0297,0.1251,0.8772,0.747,45.9563,47.7056
M1,MONTOLIVET,89,19,56,250,64,1,15.218,3.1433,6.389,0.2764,1.1756,0.0,86.0392,0.0,87.2148
M2,MONTOLIVET,89,19,56,250,64,1,19.098,3.9367,1.6035,0.0681,0.295,1.0504,1.7127,55.1431,58.2013
M1,MONTOLIVET,89,19,56,250,56,2,12.186,2.5052,6.282,0.3142,1.1559,0.0,70.9365,0.0,72.0924
M2,MONTOLIVET,89,19,56,250,56,2,17.182,3.4786,0.7878,0.0306,0.145,0.945,0.7688,48.7267,50.5854
M1,MONTOLIVET,89,19,56,250,59,3,13.273,2.7614,6.094,0.2611,1.1213,0.0,76.0461,0.0,77.1674
M2,MONTOLIVET,89,19,56,250,59,3,18.145,3.6592,1.1797,0.0475,0.2171,0.998,1.196,51.2558,53.6668
M1,MONTOLIVET,89,19,56,250,61,4,13.545,2.8186,4.921,0.2597,0.9055,0.0,77.4509,0.0,78.3563
M2,MONTOLIVET,89,19,56,250,61,4,18.711,3.8122,0.5734,0.0221,0.1055,1.0291,0.5551,53.3999,55.0896
M1,MONTOLIVET,89,19,56,250,54,5,13.674,2.8241,5.429,0.2436,0.9989,0.0,77.1838,0.0,78.1827
M2,MONTOLIVET,89,19,56,250,54,5,20.949,4.2819,0.9186,0.0376,0.169,1.1522,0.9463,59.9789,62.2465
M1,MORVEDRE,209,15,76,50,18,1,4.541,0.9747,3.675,0.1314,0.6762,0.0,27.8295,0.0,28.5057
M2,MORVEDRE,209,15,76,50,18,1,4.742,0.9692,0.3755,0.0153,0.0691,0.2608,0.3841,13.5758,14.2899
M1,MORVEDRE,209,15,76,50,16,2,4.928,1.0192,4.132,0.1433,0.7603,0.0,29.2485,0.0,30.0088
M2,MORVEDRE,209,15,76,50,16,2,4.747,0.9634,0.5397,0.0239,0.0993,0.2611,0.6004,13.4941,14.4549
M1,MORVEDRE,209,15,76,50,20,3,4.838,1.0261,4.608,0.1372,0.8479,0.0,29.269,0.0,30.1169
M2,MORVEDRE,209,15,76,50,20,3,5.735,1.1833,0.5498,0.0225,0.1012,0.3154,0.567,16.5755,17.5591
M1,MORVEDRE,209,15,76,50,18,4,4.743,1.0039,4.774,0.1605,0.8784,0.0,29.2976,0.0,30.176
M2,MORVEDRE,209,15,76,50,18,4,5.798,1.2122,0.3019,0.0164,0.0556,0.3189,0.4121,16.9801,17.7666
M1,MORVEDRE,209,15,76,50,18,5,4.939,1.04,4.389,0.1636,0.8076,0.0,30.2834,0.0,31.091
M2,MORVEDRE,209,15,76,50,18,5,5.64,1.1814,0.583,0.0214,0.1073,0.3102,0.5373,16.5482,17.503
M1,MORVEDRE,209,15,76,100,34,1,7.778,1.6283,4.472,0.1456,0.8228,0.0,44.6309,0.0,45.4538
M2,MORVEDRE,209,15,76,100,34,1,7.363,1.502,0.2831,0.0126,0.0521,0.405,0.3181,21.0386,21.8138
M1,MORVEDRE,209,15,76,100,32,2,7.793,1.6572,4.331,0.1469,0.7969,0.0,45.3928,0.0,46.1897
M2,MORVEDRE,209,15,76,100,32,2,8.866,1.8106,0.5397,0.0239,0.0993,0.4876,0.6004,25.3615,26.5489
M1,MORVEDRE,209,15,76,100,39,3,8.332,1.7528,5.135,0.1783,0.9448,0.0,48.5869,0.0,49.5317
M2,MORVEDRE,209,15,76,100,39,3,10.205,2.1264,0.5686,0.0212,0.1046,0.5613,0.5336,29.7853,30.9848
M1,MORVEDRE,209,15,76,100,33,4,8.196,1.7261,4.807,0.177,0.8845,0.0,47.8812,0.0,48.7656
M2,MORVEDRE,209,15,76,100,33,4,7.805,1.6297,0.5962,0.0276,0.1097,0.4293,0.6954,22.8285,24.0629
M1,MORVEDRE,209,15,76,100,33,5,8.071,1.7119,4.258,0.1355,0.7835,0.0,46.4831,0.0,47.2666
M2,MORVEDRE,209,15,76,100,33,5,8.489,1.7756,0.7516,0.0303,0.1383,0.4669,0.7633,24.8713,26.2397
M1,MORVEDRE,209,15,76,150,50,1,11.381,2.3944,4.859,0.1589,0.8941,0.0,64.2414,0.0,65.1355
M2,MORVEDRE,209,15,76,150,50,1,11.424,2.3419,0.3032,0.0136,0.0558,0.6283,0.3427,32.8049,33.8317
M1,MORVEDRE,209,15,76,150,46,2,11.074,2.3294,3.635,0.1658,0.6688,0.0,62.7813,0.0,63.4502
M2,MORVEDRE,209,15,76,150,46,2,11.328,2.3442,0.6232,0.022,0.1147,0.623,0.5544,32.8357,34.1278
M1,MORVEDRE,209,15,76,150,55,3,11.688,2.46,5.115,0.1711,0.9412,0.0,66.1989,0.0,67.1401
M2,MORVEDRE,209,15,76,150,55,3,12.481,2.615,0.5847,0.0248,0.1076,0.6865,0.6241,36.6298,38.048
M1,MORVEDRE,209,15,76,150,45,4,10.892,2.3003,5.194,0.2039,0.9557,0.0,63.0048,0.0,63.9605
M2,MORVEDRE,209,15,76,150,45,4,10.774,2.2372,0.7658,0.0336,0.1409,0.5926,0.8454,31.338,32.9169
M1,MORVEDRE,209,15,76,150,46,5,11.614,2.4547,5.399,0.1961,0.9934,0.0,66.695,0.0,67.6884
M2,MORVEDRE,209,15,76,150,46,5,13.366,2.7922,1.108,0.043,0.2039,0.7351,1.0809,39.1124,41.1323
M1,MORVEDRE,209,15,76,200,62,1,14.017,2.9367,4.859,0.1589,0.8941,0.0,77.8849,0.0,78.7789
M2,MORVEDRE,209,15,76,200,62,1,13.121,2.7028,0.3032,0.0136,0.0558,0.7217,0.3427,37.8592,38.9794
M1,MORVEDRE,209,15,76,200,58,2,13.632,2.8705,4.938,0.162,0.9086,0.0,76.2973,0.0,77.2059
M2,MORVEDRE,209,15,76,200,58,2,13.539,2.7819,0.5299,0.0226,0.0975,0.7446,0.5675,38.9679,40.3776
M1,MORVEDRE,209,15,76,200,64,3,13.963,2.9166,4.897,0.1711,0.901,0.0,77.6878,0.0,78.5888
M2,MORVEDRE,209,15,76,200,64,3,14.509,3.0087,0.4687,0.019,0.0862,0.798,0.4778,42.1437,43.5057
M1,MORVEDRE,209,15,76,200,61,4,14.298,3.0384,4.617,0.1755,0.8495,0.0,80.8626,0.0,81.7121
M2,MORVEDRE,209,15,76,200,61,4,15.726,3.2744,1.0103,0.0342,0.1859,0.8649,0.8607,45.8666,47.7781
M1,MORVEDRE,209,15,76,200,59,5,13.668,2.8975,5.231,0.1864,0.9625,0.0,77.5901,0.0,78.5526
M2,MORVEDRE,209,15,76,200,59,5,14.438,3.0347,0.4914,0.0203,0.0904,0.7941,0.5099,42.5088,43.9032
M1,MORVEDRE,209,15,76,250,74,1,16.397,3.4198,5.391,0.182,0.9919,0.0,90.6192,0.0,91.6111
M2,MORVEDRE,209,15,76,250,74,1,16.202,3.3253,0.8448,0.0316,0.1554,0.8911,0.7953,46.5789,48.4207
M1,MORVEDRE,209,15,76,250,73,2,16.938,3.5478,5.67,0.2039,1.0433,0.0,94.3915,0.0,95.4348
M2,MORVEDRE,209,15,76,250,73,2,17.066,3.4897,0.8915,0.0368,0.164,0.9386,0.927,48.8824,50.9121
M1,MORVEDRE,209,15,76,250,73,3,16.138,3.4139,4.426,0.1828,0.8144,0.0,90.4917,0.0,91.3061
M2,MORVEDRE,209,15,76,250,73,3,16.455,3.4439,0.5651,0.0225,0.104,0.905,0.5651,48.2404,49.8145
M1,MORVEDRE,209,15,76,250,74,4,17.172,3.6451,5.04,0.1714,0.9274,0.0,96.0219,0.0,96.9492
M2,MORVEDRE,209,15,76,250,74,4,16.265,3.3744,0.6401,0.0297,0.1178,0.8946,0.7469,47.2676,49.0269
M1,MORVEDRE,209,15,76,250,70,5,15.884,3.3661,5.043,0.1711,0.9279,0.0,88.996,0.0,89.9239
M2,MORVEDRE,209,15,76,250,70,5,16.359,3.4175,0.7516,0.0303,0.1383,0.8997,0.7633,47.8706,49.6719
M1,MORVEDRE,209,15,76,300,87,1,19.145,4.0211,4.944,0.1589,0.9097,0.0,105.1692,0.0,106.0789
M2,MORVEDRE,209,15,76,300,87,1,18.36,3.7947,0.3879,0.0164,0.0714,1.0098,0.4136,53.1545,54.6493
M1,MORVEDRE,209,15,76,300,86,2,19.409,4.0539,4.816,0.1714,0.8861,0.0,106.3077,0.0,107.1939
M2,MORVEDRE,209,15,76,300,86,2,19.025,3.9341,0.6454,0.0229,0.1187,1.0464,0.5756,55.1071,56.8479
M1,MORVEDRE,209,15,76,300,85,3,19.008,3.9916,5.582,0.195,1.0271,0.0,105.3361,0.0,106.3632
M2,MORVEDRE,209,15,76,300,85,3,19.545,4.0552,0.6157,0.0235,0.1133,1.075,0.5914,56.8039,58.5836
M1,MORVEDRE,209,15,76,300,81,4,19.145,4.0531,4.983,0.1711,0.9169,0.0,106.2805,0.0,107.1973
M2,MORVEDRE,209,15,76,300,81,4,19.754,4.0848,0.3331,0.019,0.0613,1.0865,0.4776,57.2171,58.8425
M1,MORVEDRE,209,15,76,300,81,5,19.299,4.0969,5.219,0.187,0.9603,0.0,107.7825,0.0,108.7428
M2,MORVEDRE,209,15,76,300,81,5,19.526,4.0806,0.928,0.0372,0.1708,1.0739,0.9358,57.1585,59.339
M1,MORVEDRE,209,15,76,350,96,1,16.215,3.4228,4.993,0.1558,0.9187,0.0,90.0376,0.0,90.9563
M2,MORVEDRE,209,15,76,350,96,1,20.718,4.2514,0.477,0.0212,0.0878,1.1395,0.5336,59.5513,61.3121
M1,MORVEDRE,209,15,76,350,96,2,21.29,4.4677,5.08,0.1714,0.9347,0.0,116.7198,0.0,117.6545
M2,MORVEDRE,209,15,76,350,96,2,21.294,4.3714,0.6578,0.0287,0.121,1.1712,0.7213,61.2324,63.2459
M1,MORVEDRE,209,15,76,350,89,3,20.298,4.2567,5.152,0.1978,0.948,0.0,112.0744,0.0,113.0223
M2,MORVEDRE,209,15,76,350,89,3,22.394,4.6444,0.7767,0.03,0.1429,1.2317,0.7556,65.0569,67.187
M1,MORVEDRE,209,15,76,350,91,4,21.672,4.6028,5.075,0.1717,0.9338,0.0,120.1252,0.0,121.059
M2,MORVEDRE,209,15,76,350,91,4,21.713,4.4789,0.3662,0.0128,0.0674,1.1942,0.3232,62.7384,64.3232
M1,MORVEDRE,209,15,76,350,91,5,21.413,4.552,5.004,0.1711,0.9207,0.0,118.8328,0.0,119.7535
M2,MORVEDRE,209,15,76,350,91,5,21.278,4.4484,0.2506,0.012,0.0461,1.1703,0.3007,62.3103,63.8274
M1,MORVEDRE,209,15,76,400,109,1,19.481,4.1058,5.456,0.1895,1.0039,0.0,108.0685,0.0,109.0724
M2,MORVEDRE,209,15,76,400,109,1,22.756,4.6803,0.8913,0.0332,0.164,1.2516,0.836,65.5591,67.8107
M1,MORVEDRE,209,15,76,400,106,2,23.516,4.9475,5.493,0.1842,1.0107,0.0,129.1127,0.0,130.1234
M2,MORVEDRE,209,15,76,400,106,2,23.353,4.7827,0.5555,0.0204,0.1022,1.2844,0.5142,66.9944,68.8952
M1,MORVEDRE,209,15,76,400,100,3,22.878,4.785,5.734,0.2086,1.0551,0.0,125.6407,0.0,126.6957
M2,MORVEDRE,209,15,76,400,100,3,24.047,4.9822,0.7921,0.0304,0.1458,1.3226,0.7639,69.7889,72.0211
M1,MORVEDRE,209,15,76,400,103,4,24.053,5.113,5.544,0.2161,1.0201,0.0,134.0818,0.0,135.1019
M2,MORVEDRE,209,15,76,400,103,4,23.7,4.9139,1.0422,0.036,0.1918,1.3035,0.9067,68.8315,71.2334
M1,MORVEDRE,209,15,76,400,99,5,18.914,3.9194,6.571,0.1806,1.2091,0.0,103.156,0.0,104.3651
M2,MORVEDRE,209,15,76,400,99,5,23.238,4.8108,0.6511,0.0253,0.1198,1.2781,0.6376,67.388,69.4235
M1,MORVEDRE,209,15,76,450,120,1,22.714,4.7455,5.449,0.2125,1.0026,0.0,124.7441,0.0,125.7467
M2,MORVEDRE,209,15,76,450,120,1,25.895,5.3167,0.9244,0.0335,0.1701,1.4242,0.8436,74.4737,76.9116
M1,MORVEDRE,209,15,76,450,120,2,23.566,4.9475,5.472,0.1889,1.0068,0.0,129.231,0.0,130.2378
M2,MORVEDRE,209,15,76,450,120,2,25.801,5.2909,0.5177,0.0244,0.0953,1.4191,0.6143,74.1118,76.2404
M1,MORVEDRE,209,15,76,450,112,3,18.673,3.9433,5.606,0.1886,1.0315,0.0,103.9599,0.0,104.9914
M2,MORVEDRE,209,15,76,450,112,3,25.988,5.3844,0.6136,0.0235,0.1129,1.4293,0.5911,75.4227,77.556
M1,MORVEDRE,209,15,76,450,118,4,27.659,5.8233,6.012,0.2236,1.1062,0.0,152.1408,0.0,153.2471
M2,MORVEDRE,209,15,76,450,118,4,26.82,5.5239,1.073,0.0453,0.1974,1.4751,1.1401,77.3756,80.1882
M1,MORVEDRE,209,15,76,450,109,5,24.78,5.2253,5.701,0.195,1.049,0.0,136.3739,0.0,137.4229
M2,MORVEDRE,209,15,76,450,109,5,25.413,5.277,0.5878,0.0235,0.1082,1.3977,0.5907,73.9171,76.0137
M1,MORVEDRE,209,15,76,500,128,1,26.176,5.4225,4.954,0.187,0.9115,0.0,141.1338,0.0,142.0453
M2,MORVEDRE,209,15,76,500,128,1,27.704,5.7186,0.8896,0.0329,0.1637,1.5237,0.8289,80.104,82.6203
M1,MORVEDRE,209,15,76,500,127,2,30.152,6.3248,5.645,0.24,1.0387,0.0,165.1695,0.0,166.2082
M2,MORVEDRE,209,15,76,500,127,2,28.904,5.9208,0.9758,0.0407,0.1795,1.5897,1.0237,82.9361,85.729
M1,MORVEDRE,209,15,76,500,119,3,27.585,5.7575,6.974,0.2044,1.2832,0.0,150.0022,0.0,151.2855
M2,MORVEDRE,209,15,76,500,119,3,28.653,5.9389,0.7359,0.0282,0.1354,1.5759,0.7089,83.1887,85.6089
M1,MORVEDRE,209,15,76,500,129,4,30.38,6.3989,6.425,0.1953,1.1822,0.0,165.9092,0.0,167.0914
M2,MORVEDRE,209,15,76,500,129,4,30.324,6.2494,0.3781,0.0132,0.0696,1.6678,0.3322,87.5392,89.6088
M1,MORVEDRE,209,15,76,500,117,5,28.44,5.9611,6.061,0.2344,1.1152,0.0,155.88,0.0,156.9953
M2,MORVEDRE,209,15,76,500,117,5,29.122,6.0234,0.8753,0.0342,0.161,1.6017,0.8614,84.3721,86.9962
M1,MORVEDRE,209,15,76,550,133,1,27.758,5.7806,5.482,0.1914,1.0087,0.0,150.2547,0.0,151.2634
M2,MORVEDRE,209,15,76,550,133,1,29.647,6.0861,0.5549,0.0215,0.1021,1.6306,0.5411,85.251,87.5248
M1,MORVEDRE,209,15,76,550,133,2,31.457,6.6092,6.422,0.1953,1.1816,0.0,171.2,0.0,172.3816
M2,MORVEDRE,209,15,76,550,133,2,30.212,6.2197,0.3533,0.0106,0.065,1.6617,0.2658,87.1229,89.1154
M1,MORVEDRE,209,15,76,550,129,3,30.615,6.4336,5.647,0.1928,1.039,0.0,166.7198,0.0,167.7589
M2,MORVEDRE,209,15,76,550,129,3,30.235,6.2733,0.4949,0.0203,0.0911,1.6629,0.5108,87.8737,90.1385
M1,MORVEDRE,209,15,76,550,135,4,32.89,6.9258,5.54,0.2078,1.0194,0.0,179.4822,0.0,180.5016
M2,MORVEDRE,209,15,76,550,135,4,32.64,6.7458,0.6009,0.0278,0.1106,1.7952,0.7,94.4923,97.098
M1,MORVEDRE,209,15,76,550,126,5,30.052,6.3103,5.49,0.1995,1.0102,0.0,163.7857,0.0,164.7959
M2,MORVEDRE,209,15,76,550,126,5,29.433,6.0733,0.6603,0.0266,0.1215,1.6188,0.6684,85.0713,87.48
M1,MORVEDRE,209,15,76,600,139,1,29.087,6.0956,6.39,0.1933,1.1758,0.0,158.2287,0.0,159.4045
M2,MORVEDRE,209,15,76,600,139,1,31.972,6.5753,0.3865,0.0164,0.0711,1.7585,0.4121,92.1035,94.3452
M1,MORVEDRE,209,15,76,600,139,2,34.298,7.1992,5.56,0.2025,1.023,0.0,186.2259,0.0,187.249
M2,MORVEDRE,209,15,76,600,139,2,32.686,6.7105,0.5987,0.0253,0.1102,1.7977,0.6371,93.9978,96.5428
M1,MORVEDRE,209,15,76,600,134,3,24.71,5.223,5.767,0.2028,1.0611,0.0,136.5135,0.0,137.5747
M2,MORVEDRE,209,15,76,600,134,3,32.663,6.7331,0.7743,0.0297,0.1425,1.7965,0.7485,94.3134,97.0008
M1,MORVEDRE,209,15,76,600,143,4,31.994,6.7458,5.609,0.2358,1.0321,0.0,175.6592,0.0,176.6912
M2,MORVEDRE,209,15,76,600,143,4,35.512,7.3089,1.137,0.0395,0.2092,1.9532,0.9942,102.3792,105.5357
M1,MORVEDRE,209,15,76,600,134,5,25.862,5.475,5.831,0.1986,1.0729,0.0,142.749,0.0,143.8219
M2,MORVEDRE,209,15,76,600,134,5,32.127,6.6295,0.757,0.0306,0.1393,1.767,0.7692,92.8623,95.5377
M1,NATZARET,75,5,94,50,16,1,3.406,0.7133,2.239,0.1095,0.412,0.0,20.7008,0.0,21.1128
M2,NATZARET,75,5,94,50,16,1,4.748,0.9667,0.9065,0.0363,0.1668,0.2611,0.9144,13.5406,14.8829
M1,NATZARET,75,5,94,50,17,2,4.448,0.9175,2.498,0.085,0.4596,0.0,25.2233,0.0,25.683
M2,NATZARET,75,5,94,50,17,2,6.424,1.3155,0.6097,0.0232,0.1122,0.3533,0.583,18.4276,19.4761
M1,NATZARET,75,5,94,50,16,3,5.454,1.1434,2.831,0.0883,0.5209,0.0,30.9892,0.0,31.5101
M2,NATZARET,75,5,94,50,16,3,6.112,1.2472,0.7123,0.0306,0.1311,0.3362,0.7705,17.4706,18.7083
M1,NATZARET,75,5,94,50,19,4,4.622,0.9522,2.239,0.1095,0.412,0.0,26.712,0.0,27.1239
M2,NATZARET,75,5,94,50,19,4,6.373,1.2922,0.9966,0.0412,0.1834,0.3505,1.0365,18.1007,19.6711
M1,NATZARET,75,5,94,50,17,5,4.552,0.9464,2.189,0.1236,0.4028,0.0,26.9216,0.0,27.3244
M2,NATZARET,75,5,94,50,17,5,5.582,1.145,0.7972,0.0336,0.1467,0.307,0.8456,16.0388,17.3381
M1,NATZARET,75,5,94,100,30,1,6.711,1.4158,2.593,0.1406,0.4771,0.0,39.159,0.0,39.6361
M2,NATZARET,75,5,94,100,30,1,7.831,1.6375,1.4762,0.0577,0.2716,0.4307,1.452,22.9373,25.0916
M1,NATZARET,75,5,94,100,30,2,6.893,1.4236,2.831,0.0883,0.5209,0.0,38.0402,0.0,38.5611
M2,NATZARET,75,5,94,100,30,2,7.579,1.5639,0.9426,0.0381,0.1734,0.4168,0.9577,21.9063,23.4543
M1,NATZARET,75,5,94,100,35,3,9.191,1.9025,1.93,0.107,0.3551,0.0,50.5578,0.0,50.9129
M2,NATZARET,75,5,94,100,35,3,8.667,1.7964,0.9695,0.0399,0.1784,0.4767,1.0047,25.1631,26.8229
M1,NATZARET,75,5,94,100,31,4,8.172,1.6806,2.491,0.0805,0.4583,0.0,44.3097,0.0,44.768
M2,NATZARET,75,5,94,100,31,4,10.193,2.0583,0.6351,0.0267,0.1169,0.5606,0.6728,28.8321,30.1824
M1,NATZARET,75,5,94,100,28,5,7.275,1.5225,2.831,0.0883,0.5209,0.0,40.529,0.0,41.0499
M2,NATZARET,75,5,94,100,28,5,8.083,1.6634,1.1615,0.0484,0.2137,0.4446,1.2177,23.2994,25.1753
M1,NATZARET,75,5,94,150,41,1,10.284,2.1262,1.566,0.0739,0.2881,0.0,55.3528,0.0,55.641
M2,NATZARET,75,5,94,150,41,1,10.16,2.0956,0.4865,0.0193,0.0895,0.5588,0.4849,29.3534,30.4866
M1,NATZARET,75,5,94,150,37,2,8.928,1.8642,1.664,0.0964,0.3062,0.0,49.3279,0.0,49.634
M2,NATZARET,75,5,94,150,37,2,10.046,2.0589,0.3275,0.0127,0.0603,0.5525,0.3208,28.8403,29.7738
M1,NATZARET,75,5,94,150,44,3,11.138,2.3103,1.664,0.0964,0.3062,0.0,60.5526,0.0,60.8587
M2,NATZARET,75,5,94,150,44,3,13.385,2.7183,0.7399,0.0296,0.1361,0.7362,0.7438,38.0771,39.6932
M1,NATZARET,75,5,94,150,40,4,11.016,2.2728,2.151,0.122,0.3958,0.0,60.2511,0.0,60.6469
M2,NATZARET,75,5,94,150,40,4,11.562,2.355,1.1246,0.0467,0.2069,0.6359,1.1757,32.9877,35.0062
M1,NATZARET,75,5,94,150,39,5,9.611,1.9933,2.151,0.122,0.3958,0.0,53.2205,0.0,53.6163
M2,NATZARET,75,5,94,150,39,5,11.13,2.292,0.7594,0.0323,0.1397,0.6122,0.8138,32.1045,33.6702
M1,NATZARET,75,5,94,200,48,1,13.125,2.7214,1.856,0.0994,0.3415,0.0,70.9726,0.0,71.3141
M2,NATZARET,75,5,94,200,48,1,13.833,2.8269,0.7763,0.0322,0.1428,0.7608,0.8112,39.5983,41.3131
M1,NATZARET,75,5,94,200,44,2,11.981,2.4739,2.151,0.122,0.3958,0.0,65.312,0.0,65.7078
M2,NATZARET,75,5,94,200,44,2,14.21,2.9194,0.8152,0.0339,0.15,0.7816,0.8541,40.8942,42.6799
M1,NATZARET,75,5,94,200,51,3,13.193,2.7436,2.105,0.1197,0.3873,0.0,72.0419,0.0,72.4292
M2,NATZARET,75,5,94,200,51,3,13.847,2.8106,1.144,0.0468,0.2105,0.7616,1.1773,39.369,41.5184
M1,NATZARET,75,5,94,200,50,4,9.409,1.9442,1.902,0.1033,0.35,0.0,51.5151,0.0,51.8651
M2,NATZARET,75,5,94,200,50,4,14.861,3.0128,0.9035,0.0383,0.1662,0.8174,0.964,42.2016,44.1492
M1,NATZARET,75,5,94,200,47,5,8.816,1.825,2.737,0.0814,0.5036,0.0,47.9646,0.0,48.4682
M2,NATZARET,75,5,94,200,47,5,15.039,3.1086,1.1095,0.0456,0.2041,0.8271,1.1478,43.5437,45.7228
M1,NOU MOLES,128,27,78,50,20,1,4.812,1.0389,8.723,0.3381,1.605,0.0,34.6441,0.0,36.2491
M2,NOU MOLES,128,27,78,50,20,1,8.243,1.7003,1.5425,0.076,0.2838,0.4534,1.9117,23.8167,26.4656
M1,NOU MOLES,128,27,78,50,16,2,5.103,1.1058,4.636,0.2061,0.853,0.0,33.0087,0.0,33.8617
M2,NOU MOLES,128,27,78,50,16,2,10.322,2.2675,1.6498,0.0648,0.3036,0.5677,1.631,31.7622,34.2645
M1,NOU MOLES,128,27,78,50,17,3,6.23,1.342,6.355,0.2431,1.1693,0.0,39.8786,0.0,41.0479
M2,NOU MOLES,128,27,78,50,17,3,10.539,2.183,1.7914,0.0673,0.3296,0.5796,1.693,30.5791,33.1813
M1,NOU MOLES,128,27,78,50,15,4,6.25,1.2958,7.185,0.2278,1.322,0.0,38.3342,0.0,39.6562
M2,NOU MOLES,128,27,78,50,15,4,8.919,1.8853,0.2872,0.0151,0.0528,0.4905,0.3807,26.4081,27.3322
M1,NOU MOLES,128,27,78,50,20,5,6.297,1.2936,7.664,0.28,1.4102,0.0,39.5918,0.0,41.002
M2,NOU MOLES,128,27,78,50,20,5,9.48,1.9525,1.6122,0.0587,0.2966,0.5214,1.4773,27.3499,29.6453
M1,NOU MOLES,128,27,78,100,35,1,7.942,1.673,8.065,0.3339,1.484,0.0,50.494,0.0,51.978
M2,NOU MOLES,128,27,78,100,35,1,14.187,2.9789,1.0838,0.0402,0.1994,0.7803,1.0118,41.7267,43.7182
M1,NOU MOLES,128,27,78,100,30,2,7.627,1.6464,4.819,0.1736,0.8867,0.0,45.7916,0.0,46.6783
M2,NOU MOLES,128,27,78,100,30,2,18.653,4.0372,1.538,0.0578,0.283,1.0259,1.4532,56.5513,59.3134
M1,NOU MOLES,128,27,78,100,37,3,9.816,2.0806,6.586,0.2625,1.2118,0.0,58.9516,0.0,60.1634
M2,NOU MOLES,128,27,78,100,37,3,17.408,3.6306,1.108,0.0408,0.2039,0.9574,1.0265,50.8552,53.0429
M1,NOU MOLES,128,27,78,100,30,4,9.687,2.0303,7.573,0.2431,1.3934,0.0,57.1975,0.0,58.5909
M2,NOU MOLES,128,27,78,100,30,4,15.109,3.2561,0.8878,0.0359,0.1634,0.831,0.9041,45.6101,47.5085
M1,NOU MOLES,128,27,78,100,36,5,8.995,1.8714,6.99,0.3225,1.2862,0.0,55.1977,0.0,56.4838
M2,NOU MOLES,128,27,78,100,36,5,11.736,2.4192,0.4574,0.0228,0.0842,0.6455,0.5728,33.8865,35.189
M1,NOU MOLES,128,27,78,150,49,1,10.393,2.1989,9.775,0.4155,1.7986,0.0,65.7791,0.0,67.5777
M2,NOU MOLES,128,27,78,150,49,1,17.516,3.667,1.7717,0.0719,0.326,0.9634,1.81,51.3648,54.4642
M1,NOU MOLES,128,27,78,150,41,2,10.152,2.1616,5.568,0.2097,1.0245,0.0,59.6636,0.0,60.6881
M2,NOU MOLES,128,27,78,150,41,2,27.1,5.9189,1.43,0.0571,0.2631,1.4905,1.4357,82.9088,86.0981
